Date,Year,Nest,Site,Camera  Status,Fate,Nest Status,LDLD,Nest Stage,Cause,Cause2,notes/nature of failure
5/29/2016,2016,043,43,1,,0,10,Incubation,Success,Success,
5/30/2016,2016,043,43,1,,0,10,Incubation,Success,Success,
5/31/2016,2016,043,43,1,,0,10,Incubation,Success,Success,
6/1/2016,2016,043,43,1,,0,10,Incubation,Success,Success,
6/2/2016,2016,043,43,1,,0,10,Nestling,Success,Success,
6/3/2016,2016,043,43,1,,0,10,Nestling,Success,Success,
6/4/2016,2016,043,43,1,,0,10,Nestling,Success,Success,
6/5/2016,2016,043,43,1,,0,10,Nestling,Success,Success,
6/6/2016,2016,043,43,1,,0,10,Nestling,Success,Success,
6/7/2016,2016,043,43,1,,0,10,Nestling,Success,Success,
6/8/2016,2016,043,43,1,,0,10,Nestling,Success,Success,
6/9/2016,2016,043,43,1,,0,10,Nestling,Success,Success,
6/10/2016,2016,043,43,1,,0,10,Nestling,Success,Success,
6/11/2016,2016,043,43,1,,0,10,Nestling,Success,Success,
6/12/2016,2016,043,43,1,fledged,0,10,Nestling,Success,Success,
6/4/2016,2016,046,46,1,,0,10,Incubation,Success,Success,
6/5/2016,2016,046,46,1,,0,10,Incubation,Success,Success,
6/6/2016,2016,046,46,1,,0,10,Nestling,Success,Success,night time footage black
6/7/2016,2016,046,46,1,,0,10,Nestling,Success,Success,night time footage black
6/8/2016,2016,046,46,1,,0,10,Nestling,Success,Success,night time footage black
6/9/2016,2016,046,46,1,,0,10,Nestling,Success,Success,
6/10/2016,2016,046,46,1,,0,10,Nestling,Success,Success,
6/11/2016,2016,046,46,1,,0,10,Nestling,Success,Success,
6/12/2016,2016,046,46,1,,0,10,Nestling,Success,Success,
6/13/2016,2016,046,46,1,,0,10,Nestling,Success,Success,day time footage whited out
6/14/2016,2016,046,46,1,,0,10,Nestling,Success,Success,day time footage whited out
6/15/2016,2016,046,46,1,,0,10,Nestling,Success,Success,
6/16/2016,2016,046,46,1,,0,10,Nestling,Success,Success,
6/17/2016,2016,046,46,1,fledged,0,10,Nestling,Success,Success,cuts at 10am
5/4/2016,2016,104,104,0,,0,0,Incubation,Success,Success,
5/5/2016,2016,104,104,0,,0,0,Incubation,Success,Success,
5/6/2016,2016,104,104,1,,0,10,Incubation,Success,Success,starts 1pm
5/7/2016,2016,104,104,1,,0,10,Nestling,Success,Success,
5/8/2016,2016,104,104,1,,0,10,Nestling,Success,Success,
5/9/2016,2016,104,104,1,,0,10,Nestling,Success,Success,
5/10/2016,2016,104,104,0,,0,0,Nestling,Success,Success,time jump from 1245pm-10 the next day
5/11/2016,2016,104,104,1,,0,10,Nestling,Success,Success,
5/12/2016,2016,104,104,1,,0,10,Nestling,Success,Success,
5/13/2016,2016,104,104,1,,0,10,Nestling,Success,Success,
5/14/2016,2016,104,104,1,,0,10,Nestling,Success,Success,
5/15/2016,2016,104,104,1,,0,10,Nestling,Success,Success,
5/16/2016,2016,104,104,1,,0,10,Nestling,Success,Success,
5/17/2016,2016,104,104,1,fledged,0,10,Nestling,Success,Success,
3/11/2016,2016,201,201,1,,0,10,Incubation,Success,Success,
3/12/2016,2016,201,201,1,,0,10,Incubation,Success,Success,
3/13/2016,2016,201,201,1,,0,10,Incubation,Success,Success,
3/14/2016,2016,201,201,1,,0,10,Incubation,Success,Success,
3/15/2016,2016,201,201,1,,0,10,Incubation,Success,Success,
3/16/2016,2016,201,201,1,,0,10,Incubation,Success,Success,
3/17/2016,2016,201,201,1,,0,10,Incubation,Success,Success,
3/18/2016,2016,201,201,1,,0,10,Nestling,Success,Success,footage poor
3/19/2016,2016,201,201,1,,0,10,Nestling,Success,Success,footage poor
3/20/2016,2016,201,201,1,,0,10,Nestling,Success,Success,
3/21/2016,2016,201,201,1,,0,10,Nestling,Success,Success,
3/22/2016,2016,201,201,1,,0,10,Nestling,Success,Success,
3/23/2016,2016,201,201,1,,0,10,Nestling,Success,Success,
3/24/2016,2016,201,201,1,,0,10,Nestling,Success,Success,
3/25/2016,2016,201,201,1,,0,10,Nestling,Success,Success,
3/26/2016,2016,201,201,1,,0,10,Nestling,Success,Success,
3/27/2016,2016,201,201,1,fledged,0,10,Nestling,Success,Success,
3/16/2016,2016,202,202,1,,0,10,Incubation,Abandoned,Other,
3/17/2016,2016,202,202,1,,0,10,Incubation,Abandoned,Other,
3/18/2016,2016,202,202,1,,0,10,Incubation,Abandoned,Other,
3/19/2016,2016,202,202,1,,0,10,Incubation,Abandoned,Other,
3/20/2016,2016,202,202,1,,0,10,Incubation,Abandoned,Other,
3/21/2016,2016,202,202,1,,0,10,Incubation,Abandoned,Other,
3/22/2016,2016,202,202,1,,0,10,Incubation,Abandoned,Other,
3/23/2016,2016,202,202,1,,0,10,Incubation,Abandoned,Other,
3/24/2016,2016,202,202,1,,0,10,Incubation,Abandoned,Other,
3/25/2016,2016,202,202,1,,0,10,Incubation,Abandoned,Other,
3/26/2016,2016,202,202,1,,0,10,Incubation,Abandoned,Other,
3/27/2016,2016,202,202,1,,0,10,Incubation,Abandoned,Other,
3/28/2016,2016,202,202,1,,0,10,Incubation,Abandoned,Other,
3/29/2016,2016,202,202,1,,0,10,Incubation,Abandoned,Other,
3/30/2016,2016,202,202,1,,0,10,Incubation,Abandoned,Other,
3/31/2016,2016,202,202,1,,0,10,Incubation,Abandoned,Other,
4/1/2016,2016,202,202,1,,0,10,Incubation,Abandoned,Other,
4/2/2016,2016,202,202,1,abandonded,1,11,Incubation,Abandoned,Other,
3/30/2016,2016,205,205,1,,0,10,Incubation,Success,Success,
3/31/2016,2016,205,205,1,,0,10,Incubation,Success,Success,
4/1/2016,2016,205,205,1,,0,10,Incubation,Success,Success,DTG wrong
4/2/2016,2016,205,205,1,,0,10,Incubation,Success,Success,DTG wrong
4/3/2016,2016,205,205,1,,0,10,Incubation,Success,Success,
4/4/2016,2016,205,205,1,,0,10,Incubation,Success,Success,
4/5/2016,2016,205,205,1,,0,10,Incubation,Success,Success,
4/6/2016,2016,205,205,1,,0,10,Incubation,Success,Success,
4/7/2016,2016,205,205,1,,0,10,Nestling,Success,Success,
4/8/2016,2016,205,205,1,,0,10,Nestling,Success,Success,
4/9/2016,2016,205,205,1,,0,10,Nestling,Success,Success,
4/10/2016,2016,205,205,1,,0,10,Nestling,Success,Success,
4/11/2016,2016,205,205,1,,0,10,Nestling,Success,Success,
4/12/2016,2016,205,205,1,,0,10,Nestling,Success,Success,
4/13/2016,2016,205,205,1,,0,10,Nestling,Success,Success,
4/14/2016,2016,205,205,1,,0,10,Nestling,Success,Success,
4/15/2016,2016,205,205,1,,0,10,Nestling,Success,Success,
4/16/2016,2016,205,205,1,Fledged,0,10,Nestling,Success,Success,
3/24/2016,2016,303,303,1,,0,10,Incubation,Success,Success,
3/25/2016,2016,303,303,1,,0,10,Incubation,Success,Success,
3/26/2016,2016,303,303,1,,0,10,Incubation,Success,Success,
3/27/2016,2016,303,303,1,,0,10,Incubation,Success,Success,
3/28/2016,2016,303,303,1,,0,10,Incubation,Success,Success,
3/29/2016,2016,303,303,1,,0,10,Incubation,Success,Success,
3/30/2016,2016,303,303,1,,0,10,Incubation,Success,Success,cuts at 10am
3/31/2016,2016,303,303,0,,0,0,Incubation,Success,Success,
4/1/2016,2016,303,303,1,,0,10,Incubation,Success,Success,starts 10am
4/2/2016,2016,303,303,1,,0,10,Nestling,Success,Success,
4/3/2016,2016,303,303,1,,0,10,Nestling,Success,Success,
4/4/2016,2016,303,303,1,,0,10,Nestling,Success,Success,
4/5/2016,2016,303,303,1,,0,10,Nestling,Success,Success,
4/6/2016,2016,303,303,1,,0,10,Nestling,Success,Success,
4/7/2016,2016,303,303,1,,0,10,Nestling,Success,Success,
4/8/2016,2016,303,303,1,,0,10,Nestling,Success,Success,
4/9/2016,2016,303,303,1,,0,10,Nestling,Success,Success,
4/10/2016,2016,303,303,1,,0,10,Nestling,Success,Success,
4/11/2016,2016,303,303,1,,0,10,Nestling,Success,Success,
4/12/2016,2016,303,303,1,,0,10,Nestling,Success,Success,
4/13/2016,2016,303,303,1,,0,10,Nestling,Success,Success,
4/14/2016,2016,303,303,1,fledged,0,10,Nestling,Success,Success,night time footage black
5/5/2016,2016,414,414,1,,0,10,Incubation,Success,Success,
5/6/2016,2016,414,414,1,,0,10,Incubation,Success,Success,
5/7/2016,2016,414,414,1,,0,10,Nestling,Success,Success,
5/8/2016,2016,414,414,1,,0,10,Nestling,Success,Success,
5/9/2016,2016,414,414,1,,0,10,Nestling,Success,Success,
5/10/2016,2016,414,414,1,,0,10,Nestling,Success,Success,
5/11/2016,2016,414,414,1,,0,10,Nestling,Success,Success,
5/12/2016,2016,414,414,1,,0,10,Nestling,Success,Success,
5/13/2016,2016,414,414,1,,0,10,Nestling,Success,Success,
5/14/2016,2016,414,414,1,,0,10,Nestling,Success,Success,
5/15/2016,2016,414,414,1,,0,10,Nestling,Success,Success,
5/16/2016,2016,414,414,1,,0,10,Nestling,Success,Success,
5/17/2016,2016,414,414,1,,0,10,Nestling,Success,Success,
5/18/2016,2016,414,414,1,fledged,0,10,Nestling,Success,Success,
3/3/2016,2016,505,505,1,,0,10,Incubation,Abandoned,Other,
3/4/2016,2016,505,505,1,,0,10,Incubation,Abandoned,Other,
3/5/2016,2016,505,505,1,,0,10,Incubation,Abandoned,Other,
3/6/2016,2016,505,505,1,abandonded,1,11,Incubation,Abandoned,Other,
3/3/2016,2016,508,508,1,,0,10,Incubation,Success,Success,
3/4/2016,2016,508,508,1,,0,10,Incubation,Success,Success,
3/5/2016,2016,508,508,1,,0,10,Incubation,Success,Success,
3/6/2016,2016,508,508,1,,0,10,Incubation,Success,Success,
3/7/2016,2016,508,508,1,,0,10,Incubation,Success,Success,
3/8/2016,2016,508,508,1,,0,10,Incubation,Success,Success,
3/9/2016,2016,508,508,1,,0,10,Incubation,Success,Success,
3/10/2016,2016,508,508,1,,0,10,Incubation,Success,Success,
3/11/2016,2016,508,508,1,,0,10,Incubation,Success,Success,
3/12/2016,2016,508,508,1,,0,10,Incubation,Success,Success,
3/13/2016,2016,508,508,1,,0,10,Incubation,Success,Success,
3/14/2016,2016,508,508,1,,0,10,Incubation,Success,Success,
3/15/2016,2016,508,508,1,,0,10,Incubation,Success,Success,
3/16/2016,2016,508,508,1,,0,10,Nestling,Success,Success,
3/17/2016,2016,508,508,1,,0,10,Nestling,Success,Success,
3/18/2016,2016,508,508,1,,0,10,Nestling,Success,Success,
3/19/2016,2016,508,508,1,,0,10,Nestling,Success,Success,
3/20/2016,2016,508,508,1,,0,10,Nestling,Success,Success,
3/21/2016,2016,508,508,1,,0,10,Nestling,Success,Success,
3/22/2016,2016,508,508,1,,0,10,Nestling,Success,Success,
3/23/2016,2016,508,508,1,,0,10,Nestling,Success,Success,cuts 1130am
3/24/2016,2016,508,508,0,,0,0,Nestling,Success,Success,
3/25/2016,2016,508,508,0,,0,0,Nestling,Success,Success,
3/26/2016,2016,508,508,1,fledged,0,10,Nestling,Success,Success,starts 06
2/23/2015,2015,001,1,1,,0,10,Incubation,Abandoned,Other,
2/24/2015,2015,001,1,1,,0,10,Incubation,Abandoned,Other,
2/25/2015,2015,001,1,1,,0,10,Incubation,Abandoned,Other,
2/26/2015,2015,001,1,1,,0,10,Incubation,Abandoned,Other,
2/27/2015,2015,001,1,1,,0,10,Incubation,Abandoned,Other,
2/28/2015,2015,001,1,1,,0,10,Incubation,Abandoned,Other,
3/1/2015,2015,001,1,1,,0,10,Incubation,Abandoned,Other,
3/2/2015,2015,001,1,1,,0,10,Incubation,Abandoned,Other,
3/3/2015,2015,001,1,1,abandonded,1,11,Incubation,Abandoned,Other,
3/5/2015,2015,002,2,1,,0,10,Incubation,Success,Success,
3/6/2015,2015,002,2,1,,0,10,Incubation,Success,Success,
3/7/2015,2015,002,2,1,,0,10,Incubation,Success,Success,
3/8/2015,2015,002,2,1,,0,10,Incubation,Success,Success,
3/9/2015,2015,002,2,1,,0,10,Incubation,Success,Success,
3/10/2015,2015,002,2,1,,0,10,Incubation,Success,Success,
3/11/2015,2015,002,2,1,,0,10,Incubation,Success,Success,
3/12/2015,2015,002,2,1,,0,10,Incubation,Success,Success,
3/13/2015,2015,002,2,1,,0,10,Incubation,Success,Success,
3/14/2015,2015,002,2,1,,0,10,Incubation,Success,Success,
3/15/2015,2015,002,2,1,,0,10,Incubation,Success,Success,
3/16/2015,2015,002,2,1,,0,10,Nestling,Success,Success,
3/17/2015,2015,002,2,1,,0,10,Nestling,Success,Success,
3/18/2015,2015,002,2,1,,0,10,Nestling,Success,Success,
3/19/2015,2015,002,2,1,,0,10,Nestling,Success,Success,
3/20/2015,2015,002,2,1,,0,10,Nestling,Success,Success,
3/21/2015,2015,002,2,1,,0,10,Nestling,Success,Success,
3/22/2015,2015,002,2,1,,0,10,Nestling,Success,Success,
3/23/2015,2015,002,2,1,,0,10,Nestling,Success,Success,
3/24/2015,2015,002,2,1,,0,10,Nestling,Success,Success,
3/25/2015,2015,002,2,1,,0,10,Nestling,Success,Success,
3/26/2015,2015,002,2,1,fledged,0,10,Nestling,Success,Success,night time footage black
2/26/2015,2015,004,4,1,,0,10,Incubation,Fox,Native,
2/27/2015,2015,004,4,1,,0,10,,Fox,Native,
2/28/2015,2015,004,4,1,,0,10,,Fox,Native,
3/1/2015,2015,004,4,1,,0,10,,Fox,Native,
3/2/2015,2015,004,4,1,,0,10,,Fox,Native,
3/3/2015,2015,004,4,1,,0,10,,Fox,Native,
3/4/2015,2015,004,4,1,predated,1,11,Nestling,Fox,Native,
3/11/2015,2015,005,5,1,,0,10,Incubation,INL,Native,
3/12/2015,2015,005,5,1,,0,10,Incubation,INL,Native,
3/13/2015,2015,005,5,1,,0,10,Incubation,INL,Native,
3/14/2015,2015,005,5,1,,0,10,Incubation,INL,Native,
3/15/2015,2015,005,5,1,predated,1,11,Incubation,INL,Native,
3/5/2015,2015,006,6,1,predated,1,11,Incubation,Fox,Native,
2/26/2015,2015,008,8,1,,0,10,Incubation,Success,Success,
2/27/2015,2015,008,8,0,,0,0,Incubation,Success,Success,broke video after batt swap
2/28/2015,2015,008,8,0,,0,0,Incubation,Success,Success,
3/1/2015,2015,008,8,1,,0,10,Incubation,Success,Success,starts 1250
3/2/2015,2015,008,8,1,,0,10,Incubation,Success,Success,
3/3/2015,2015,008,8,1,,0,10,Incubation,Success,Success,
3/4/2015,2015,008,8,1,,0,10,Incubation,Success,Success,
3/5/2015,2015,008,8,1,,0,10,Nestling,Success,Success,
3/6/2015,2015,008,8,1,,0,10,Nestling,Success,Success,
3/7/2015,2015,008,8,1,,0,10,Nestling,Success,Success,
3/8/2015,2015,008,8,1,,0,10,Nestling,Success,Success,
3/9/2015,2015,008,8,1,,0,10,Nestling,Success,Success,
3/10/2015,2015,008,8,1,,0,10,Nestling,Success,Success,
3/11/2015,2015,008,8,1,,0,10,Nestling,Success,Success,
3/12/2015,2015,008,8,1,,0,10,Nestling,Success,Success,
3/13/2015,2015,008,8,1,,0,10,Nestling,Success,Success,
3/14/2015,2015,008,8,1,,0,10,Nestling,Success,Success,
3/15/2015,2015,008,8,1,,0,10,Nestling,Success,Success,
3/16/2015,2015,008,8,1,fledged,0,10,Nestling,Success,Success,
3/29/2015,2015,024,24,1,,0,10,Incubation,Success,Success,
3/30/2015,2015,024,24,1,,0,10,Incubation,Success,Success,
3/31/2015,2015,024,24,1,,0,10,Incubation,Success,Success,
4/1/2015,2015,024,24,1,,0,10,Incubation,Success,Success,cuts at noon
4/2/2015,2015,024,24,0,,0,0,Incubation,Success,Success,
4/3/2015,2015,024,24,1,,0,10,Incubation,Success,Success,starts 1300
4/4/2015,2015,024,24,1,,0,10,Incubation,Success,Success,
4/5/2015,2015,024,24,1,,0,10,Nestling,Success,Success,
4/6/2015,2015,024,24,1,,0,10,Nestling,Success,Success,
4/7/2015,2015,024,24,1,,0,10,Nestling,Success,Success,
4/8/2015,2015,024,24,1,,0,10,Nestling,Success,Success,
4/9/2015,2015,024,24,1,,0,10,Nestling,Success,Success,
4/10/2015,2015,024,24,1,,0,10,Nestling,Success,Success,
4/11/2015,2015,024,24,1,,0,10,Nestling,Success,Success,
4/12/2015,2015,024,24,1,,0,10,Nestling,Success,Success,
4/13/2015,2015,024,24,1,,0,10,Nestling,Success,Success,
4/14/2015,2015,024,24,1,,0,10,Nestling,Success,Success,
4/15/2015,2015,024,24,1,fledged,0,10,Nestling,Success,Success,
3/23/2015,2015,029,29,1,,0,10,Incubation,INL,Native,
3/24/2015,2015,029,29,1,,0,10,Incubation,INL,Native,
3/25/2015,2015,029,29,1,,0,10,Incubation,INL,Native,
3/26/2015,2015,029,29,1,,0,10,Incubation,INL,Native,
3/27/2015,2015,029,29,1,,0,10,Nestling,INL,Native,
3/28/2015,2015,029,29,1,,0,10,Nestling,INL,Native,
3/29/2015,2015,029,29,1,predated,1,11,Nestling,INL,Native,
4/7/2015,2015,032,32,1,,0,10,Incubation,Rat,Invasive,
4/8/2015,2015,032,32,1,,0,10,,Rat,Invasive,
4/9/2015,2015,032,32,1,,0,10,,Rat,Invasive,
4/10/2015,2015,032,32,1,,0,10,,Rat,Invasive,
4/11/2015,2015,032,32,1,,0,10,,Rat,Invasive,
4/12/2015,2015,032,32,1,,0,10,,Rat,Invasive,
4/13/2015,2015,032,32,1,,0,10,,Rat,Invasive,
4/14/2015,2015,032,32,1,,0,10,,Rat,Invasive,
4/15/2015,2015,032,32,1,,0,10,,Rat,Invasive,
4/16/2015,2015,032,32,1,,0,10,,Rat,Invasive,
4/17/2015,2015,032,32,1,,0,10,,Rat,Invasive,
4/18/2015,2015,032,32,1,,0,10,,Rat,Invasive,
4/19/2015,2015,032,32,1,,0,10,,Rat,Invasive,
4/20/2015,2015,032,32,1,,0,10,,Rat,Invasive,
4/21/2015,2015,032,32,1,,0,10,,Rat,Invasive,
4/22/2015,2015,032,32,1,predated,1,11,Incubation,Rat,Invasive,
4/4/2015,2015,113,113,1,DTG wrong,0,10,Incubation,Raven,Native,
4/5/2015,2015,113,113,1,DTG wrong,0,10,Incubation,Raven,Native,
4/6/2015,2015,113,113,1,DTG wrong,0,10,Incubation,Raven,Native,
4/7/2015,2015,113,113,1,DTG wrong,0,10,Incubation,Raven,Native,
4/8/2015,2015,113,113,1,DTG wrong,0,10,Incubation,Raven,Native,
4/9/2015,2015,113,113,1,DTG wrong,0,10,Incubation,Raven,Native,
4/10/2015,2015,113,113,1,,0,10,Incubation,Raven,Native,
4/11/2015,2015,113,113,1,,0,10,Nestling,Raven,Native,
4/12/2015,2015,113,113,1,,0,10,Nestling,Raven,Native,
4/13/2015,2015,113,113,1,,0,10,Nestling,Raven,Native,
4/14/2015,2015,113,113,1,,0,10,Nestling,Raven,Native,
4/15/2015,2015,113,113,1,,0,10,Nestling,Raven,Native,
4/16/2015,2015,113,113,1,,0,10,Nestling,Raven,Native,
4/17/2015,2015,113,113,1,,0,10,Nestling,Raven,Native,
4/18/2015,2015,113,113,1,,0,10,Nestling,Raven,Native,
4/19/2015,2015,113,113,1,,0,10,Nestling,Raven,Native,
4/20/2015,2015,113,113,1,,0,10,Nestling,Raven,Native,
4/21/2015,2015,113,113,1,,0,10,Nestling,Raven,Native,
4/22/2015,2015,113,113,1,predated,1,11,Nestling,Raven,Native,raven
3/3/2015,2015,200,200,1,,0,10,Incubation,INL,Native,
3/4/2015,2015,200,200,1,,0,10,Incubation,INL,Native,
3/5/2015,2015,200,200,1,,0,10,Incubation,INL,Native,
3/6/2015,2015,200,200,1,,0,10,Incubation,INL,Native,
3/7/2015,2015,200,200,1,,0,10,Incubation,INL,Native,
3/8/2015,2015,200,200,1,,0,10,Incubation,INL,Native,
3/9/2015,2015,200,200,1,,0,10,Incubation,INL,Native,
3/10/2015,2015,200,200,1,partial predation,0,11,Nestling,INL,Native,
3/11/2015,2015,200,200,1,,0,10,Nestling,INL,Native,
3/12/2015,2015,200,200,1,,0,10,Nestling,INL,Native,
3/13/2015,2015,200,200,1,predated,1,11,Nestling,INL,Native,
3/28/2015,2015,201,201,1,,0,10,Nestling,Success,Success,
3/29/2015,2015,201,201,1,,0,10,Nestling,Success,Success,
3/30/2015,2015,201,201,1,,0,10,Nestling,Success,Success,
3/31/2015,2015,201,201,1,,0,10,Nestling,Success,Success,
4/1/2015,2015,201,201,1,,0,10,Nestling,Success,Success,
4/2/2015,2015,201,201,1,,0,10,Nestling,Success,Success,
4/3/2015,2015,201,201,1,,0,10,Nestling,Success,Success,
4/4/2015,2015,201,201,1,fledged,0,0,Nestling,Success,Success,cuts 12:46pm
3/29/2015,2015,301,301,1,,0,10,Incubation,Success,Success,
3/30/2015,2015,301,301,1,,0,10,Incubation,Success,Success,
3/31/2015,2015,301,301,1,,0,10,Nestling,Success,Success,
4/1/2015,2015,301,301,1,,0,10,Nestling,Success,Success,
4/2/2015,2015,301,301,1,,0,10,Nestling,Success,Success,
4/3/2015,2015,301,301,1,,0,10,Nestling,Success,Success,
4/4/2015,2015,301,301,1,,0,10,Nestling,Success,Success,
4/5/2015,2015,301,301,1,,0,10,Nestling,Success,Success,
4/6/2015,2015,301,301,1,,0,10,Nestling,Success,Success,
4/7/2015,2015,301,301,1,,0,10,Nestling,Success,Success,
4/8/2015,2015,301,301,1,,0,10,Nestling,Success,Success,
4/9/2015,2015,301,301,1,,0,10,Nestling,Success,Success,
4/10/2015,2015,301,301,1,,0,10,Nestling,Success,Success,
4/11/2015,2015,301,301,1,fledged,0,10,Nestling,Success,Success,
3/5/2015,2015,401,401,1,,0,10,Incubation,Success,Success,
3/6/2015,2015,401,401,1,,0,10,Incubation,Success,Success,
3/7/2015,2015,401,401,1,,0,10,Incubation,Success,Success,
3/8/2015,2015,401,401,1,,0,10,Incubation,Success,Success,
3/9/2015,2015,401,401,1,,0,10,Incubation,Success,Success,
3/10/2015,2015,401,401,1,,0,10,Incubation,Success,Success,
3/11/2015,2015,401,401,1,,0,10,Incubation,Success,Success,
3/12/2015,2015,401,401,1,,0,10,Incubation,Success,Success,
3/13/2015,2015,401,401,1,,0,10,Incubation,Success,Success,
3/14/2015,2015,401,401,1,,0,10,Incubation,Success,Success,
3/15/2015,2015,401,401,1,,0,10,Nestling,Success,Success,
3/16/2015,2015,401,401,1,,0,10,Nestling,Success,Success,
3/17/2015,2015,401,401,1,,0,10,Nestling,Success,Success,
3/18/2015,2015,401,401,1,,0,10,Nestling,Success,Success,
3/19/2015,2015,401,401,1,,0,10,Nestling,Success,Success,
3/20/2015,2015,401,401,1,,0,10,Nestling,Success,Success,
3/21/2015,2015,401,401,1,,0,10,Nestling,Success,Success,
3/22/2015,2015,401,401,1,,0,10,Nestling,Success,Success,
3/23/2015,2015,401,401,1,,0,10,Nestling,Success,Success,
3/24/2015,2015,401,401,1,,0,10,Nestling,Success,Success,
3/25/2015,2015,401,401,1,,0,10,Nestling,Success,Success,
3/26/2015,2015,401,401,1,,0,10,Nestling,Success,Success,
3/27/2015,2015,401,401,1,fledged,0,10,Nestling,Success,Success,
3/11/2015,2015,403,403,1,,0,10,Incubation,Success,Success,
3/12/2015,2015,403,403,1,cuts 17,0,10,Incubation,Success,Success,
3/13/2015,2015,403,403,0,,0,0,Incubation,Success,Success,
3/14/2015,2015,403,403,1,starts 0815,0,10,Incubation,Success,Success,
3/15/2015,2015,403,403,1,,0,10,Incubation,Success,Success,
3/16/2015,2015,403,403,1,,0,10,Incubation,Success,Success,
3/17/2015,2015,403,403,1,,0,10,Incubation,Success,Success,
3/18/2015,2015,403,403,1,,0,10,Incubation,Success,Success,
3/19/2015,2015,403,403,1,,0,10,Incubation,Success,Success,
3/20/2015,2015,403,403,1,,0,10,Incubation,Success,Success,
3/21/2015,2015,403,403,1,,0,10,Nestling,Success,Success,
3/22/2015,2015,403,403,1,,0,10,Nestling,Success,Success,
3/23/2015,2015,403,403,1,,0,10,Nestling,Success,Success,
3/24/2015,2015,403,403,1,,0,10,Nestling,Success,Success,
3/25/2015,2015,403,403,1,,0,10,Nestling,Success,Success,
3/26/2015,2015,403,403,1,,0,10,Nestling,Success,Success,
3/27/2015,2015,403,403,1,,0,10,Nestling,Success,Success,
3/28/2015,2015,403,403,1,,0,10,Nestling,Success,Success,
3/29/2015,2015,403,403,1,,0,10,Nestling,Success,Success,
3/30/2015,2015,403,403,1,,0,10,Nestling,Success,Success,
3/31/2015,2015,403,403,1,,0,10,Nestling,Success,Success,
4/1/2015,2015,403,403,1,fledged,0,10,Nestling,Success,Success,
3/30/2015,2015,404,404,1,,0,10,Incubation,Fox,Native,
3/31/2015,2015,404,404,1,,0,10,Incubation,Fox,Native,night footage black
4/1/2015,2015,404,404,1,,0,10,Incubation,Fox,Native,night footage black
4/2/2015,2015,404,404,1,,0,10,Incubation,Fox,Native,night footage black
4/3/2015,2015,404,404,1,,0,10,Incubation,Fox,Native,
4/4/2015,2015,404,404,1,,0,10,Incubation,Fox,Native,
4/5/2015,2015,404,404,1,,0,10,Incubation,Fox,Native,
4/6/2015,2015,404,404,1,,0,10,Incubation,Fox,Native,
4/7/2015,2015,404,404,1,,0,10,Incubation,Fox,Native,
4/8/2015,2015,404,404,1,predated,1,11,Nestling,Fox,Native,fox
4/6/2015,2015,510,510,1,,0,10,Incubation,Fox,Native,
4/7/2015,2015,510,510,1,,0,10,Incubation,Fox,Native,
4/8/2015,2015,510,510,1,,0,10,Incubation,Fox,Native,
4/9/2015,2015,510,510,1,,0,10,Nestling,Fox,Native,
4/10/2015,2015,510,510,1,,0,10,Nestling,Fox,Native,
4/11/2015,2015,510,510,1,,0,10,Nestling,Fox,Native,
4/12/2015,2015,510,510,1,predated,1,11,Nestling,Fox,Native,fox
4/10/2014,2014,114,114,1,,0,10,Incubation,Fox,Native,
4/11/2014,2014,114,114,1,,0,10,Incubation,Fox,Native,
4/12/2014,2014,114,114,1,predated,1,11,Incubation,Fox,Native,multiple species
4/30/2014,2014,117,117,1,,0,10,Nestling,Mortality,Other,
5/1/2014,2014,117,117,1,,0,10,Nestling,Mortality,Other,
5/2/2014,2014,117,117,1,,0,10,Nestling,Mortality,Other,
5/3/2014,2014,117,117,1,failed,1,11,Nestling,Mortality,Other,Rodent came in after the nestlings already died.
4/30/2014,2014,118,118,1,,0,10,Incubation,Mouse,Native,DTG wrong
5/1/2014,2014,118,118,1,,0,10,Incubation,Mouse,Native,DTG wrong
5/2/2014,2014,118,118,1,,0,10,Incubation,Mouse,Native,DTG wrong
5/3/2014,2014,118,118,1,,0,10,Incubation,Mouse,Native,DTG wrong
5/4/2014,2014,118,118,1,,0,10,Nestling,Mouse,Native,DTG wrong
5/5/2014,2014,118,118,1,,0,10,Nestling,Mouse,Native,DTG wrong
5/6/2014,2014,118,118,1,,0,10,Nestling,Mouse,Native,DTG wrong
5/7/2014,2014,118,118,1,,0,10,Nestling,Mouse,Native,DTG wrong
5/8/2014,2014,118,118,1,,0,10,Nestling,Mouse,Native,DTG wrong
5/9/2014,2014,118,118,1,predated,1,11,Nestling,Mouse,Native,mouse
4/4/2014,2014,207,207,1,,0,10,Incubation,Abandoned,Other,
4/5/2014,2014,207,207,1,,0,10,Incubation,Abandoned,Other,
4/6/2014,2014,207,207,1,,0,10,Incubation,Abandoned,Other,
4/7/2014,2014,207,207,1,failed,1,11,Incubation,Abandoned,Other,
4/23/2014,2014,227,227,1,,0,10,Nestling,Unknown,Other,
4/24/2014,2014,227,227,1,,0,10,Nestling,Unknown,Other,
4/25/2014,2014,227,227,1,,0,10,Nestling,Unknown,Other,
4/26/2014,2014,227,227,1,,0,10,Nestling,Unknown,Other,cuts 08
4/27/2014,2014,227,227,0,,0,0,Nestling,Unknown,Other,
4/28/2014,2014,227,227,1,,0,10,Nestling,Unknown,Other,starts 15
